id	name	count	talkid
7	'Funny'	19645	iG9CE55wbtY
1	'Beautiful'	4573	iG9CE55wbtY
9	'Ingenious'	6073	iG9CE55wbtY
3	'Courageous'	3253	iG9CE55wbtY
11	'Longwinded'	387	iG9CE55wbtY
2	'Confusing'	242	iG9CE55wbtY
8	'Informative'	7346	iG9CE55wbtY
22	'Fascinating'	10581	iG9CE55wbtY
21	'Unconvincing'	300	iG9CE55wbtY
24	'Persuasive'	10704	iG9CE55wbtY
23	'Jaw-dropping'	4439	iG9CE55wbtY
25	'OK'	1174	iG9CE55wbtY
26	'Obnoxious'	209	iG9CE55wbtY
10	'Inspiring'	24924	iG9CE55wbtY
7	'Funny'	544	rDiGYuQicpA
3	'Courageous'	139	rDiGYuQicpA
2	'Confusing'	62	rDiGYuQicpA
1	'Beautiful'	58	rDiGYuQicpA
21	'Unconvincing'	258	rDiGYuQicpA
11	'Longwinded'	113	rDiGYuQicpA
8	'Informative'	443	rDiGYuQicpA
10	'Inspiring'	413	rDiGYuQicpA
22	'Fascinating'	132	rDiGYuQicpA
9	'Ingenious'	56	rDiGYuQicpA
24	'Persuasive'	268	rDiGYuQicpA
23	'Jaw-dropping'	116	rDiGYuQicpA
26	'Obnoxious'	131	rDiGYuQicpA
25	'OK'	203	rDiGYuQicpA
7	'Funny'	964	NEjZt0y6OOw
3	'Courageous'	45	NEjZt0y6OOw
9	'Ingenious'	183	NEjZt0y6OOw
1	'Beautiful'	60	NEjZt0y6OOw
21	'Unconvincing'	104	NEjZt0y6OOw
11	'Longwinded'	78	NEjZt0y6OOw
8	'Informative'	395	NEjZt0y6OOw
10	'Inspiring'	230	NEjZt0y6OOw
22	'Fascinating'	166	NEjZt0y6OOw
2	'Confusing'	27	NEjZt0y6OOw
25	'OK'	146	NEjZt0y6OOw
24	'Persuasive'	230	NEjZt0y6OOw
23	'Jaw-dropping'	54	NEjZt0y6OOw
26	'Obnoxious'	142	NEjZt0y6OOw
3	'Courageous'	760	gQ-cZRmHfs4
1	'Beautiful'	291	gQ-cZRmHfs4
2	'Confusing'	32	gQ-cZRmHfs4
7	'Funny'	59	gQ-cZRmHfs4
9	'Ingenious'	105	gQ-cZRmHfs4
21	'Unconvincing'	36	gQ-cZRmHfs4
11	'Longwinded'	53	gQ-cZRmHfs4
8	'Informative'	380	gQ-cZRmHfs4
10	'Inspiring'	1070	gQ-cZRmHfs4
22	'Fascinating'	132	gQ-cZRmHfs4
24	'Persuasive'	460	gQ-cZRmHfs4
23	'Jaw-dropping'	230	gQ-cZRmHfs4
26	'Obnoxious'	35	gQ-cZRmHfs4
25	'OK'	85	gQ-cZRmHfs4
9	'Ingenious'	3202	RUwS1uAdUcI
7	'Funny'	1390	RUwS1uAdUcI
1	'Beautiful'	942	RUwS1uAdUcI
3	'Courageous'	318	RUwS1uAdUcI
11	'Longwinded'	110	RUwS1uAdUcI
2	'Confusing'	72	RUwS1uAdUcI
21	'Unconvincing'	67	RUwS1uAdUcI
8	'Informative'	5433	RUwS1uAdUcI
10	'Inspiring'	2893	RUwS1uAdUcI
22	'Fascinating'	4606	RUwS1uAdUcI
23	'Jaw-dropping'	3736	RUwS1uAdUcI
24	'Persuasive'	2542	RUwS1uAdUcI
25	'OK'	248	RUwS1uAdUcI
26	'Obnoxious'	61	RUwS1uAdUcI
7	'Funny'	1102	Cpc-t-Uwv1I
3	'Courageous'	721	Cpc-t-Uwv1I
21	'Unconvincing'	377	Cpc-t-Uwv1I
2	'Confusing'	301	Cpc-t-Uwv1I
1	'Beautiful'	706	Cpc-t-Uwv1I
9	'Ingenious'	397	Cpc-t-Uwv1I
11	'Longwinded'	285	Cpc-t-Uwv1I
8	'Informative'	1038	Cpc-t-Uwv1I
10	'Inspiring'	5211	Cpc-t-Uwv1I
22	'Fascinating'	1350	Cpc-t-Uwv1I
24	'Persuasive'	2423	Cpc-t-Uwv1I
25	'OK'	441	Cpc-t-Uwv1I
23	'Jaw-dropping'	669	Cpc-t-Uwv1I
26	'Obnoxious'	335	Cpc-t-Uwv1I
3	'Courageous'	477	OtIyx687ytk
7	'Funny'	2484	OtIyx687ytk
9	'Ingenious'	320	OtIyx687ytk
21	'Unconvincing'	225	OtIyx687ytk
1	'Beautiful'	277	OtIyx687ytk
2	'Confusing'	72	OtIyx687ytk
8	'Informative'	226	OtIyx687ytk
10	'Inspiring'	438	OtIyx687ytk
22	'Fascinating'	316	OtIyx687ytk
11	'Longwinded'	193	OtIyx687ytk
24	'Persuasive'	311	OtIyx687ytk
25	'OK'	308	OtIyx687ytk
26	'Obnoxious'	290	OtIyx687ytk
23	'Jaw-dropping'	61	OtIyx687ytk
9	'Ingenious'	195	NA
1	'Beautiful'	98	NA
11	'Longwinded'	26	NA
3	'Courageous'	34	NA
21	'Unconvincing'	26	NA
10	'Inspiring'	175	NA
8	'Informative'	121	NA
22	'Fascinating'	153	NA
2	'Confusing'	25	NA
24	'Persuasive'	37	NA
25	'OK'	63	NA
23	'Jaw-dropping'	57	NA
7	'Funny'	9	NA
26	'Obnoxious'	5	NA
3	'Courageous'	562	NA
2	'Confusing'	70	NA
21	'Unconvincing'	283	NA
7	'Funny'	60	NA
11	'Longwinded'	177	NA
9	'Ingenious'	211	NA
1	'Beautiful'	145	NA
8	'Informative'	623	NA
10	'Inspiring'	441	NA
22	'Fascinating'	313	NA
24	'Persuasive'	764	NA
23	'Jaw-dropping'	60	NA
25	'OK'	154	NA
26	'Obnoxious'	83	NA
21	'Unconvincing'	838	640BQNxB5mc
1	'Beautiful'	767	640BQNxB5mc
3	'Courageous'	476	640BQNxB5mc
9	'Ingenious'	116	640BQNxB5mc
11	'Longwinded'	306	640BQNxB5mc
2	'Confusing'	111	640BQNxB5mc
8	'Informative'	304	640BQNxB5mc
10	'Inspiring'	2556	640BQNxB5mc
22	'Fascinating'	459	640BQNxB5mc
7	'Funny'	26	640BQNxB5mc
24	'Persuasive'	1543	640BQNxB5mc
26	'Obnoxious'	371	640BQNxB5mc
25	'OK'	245	640BQNxB5mc
23	'Jaw-dropping'	209	640BQNxB5mc
3	'Courageous'	169	PdcqEjmuxjA
9	'Ingenious'	258	PdcqEjmuxjA
7	'Funny'	18	PdcqEjmuxjA
8	'Informative'	187	PdcqEjmuxjA
10	'Inspiring'	608	PdcqEjmuxjA
22	'Fascinating'	148	PdcqEjmuxjA
1	'Beautiful'	51	PdcqEjmuxjA
11	'Longwinded'	34	PdcqEjmuxjA
21	'Unconvincing'	21	PdcqEjmuxjA
2	'Confusing'	14	PdcqEjmuxjA
24	'Persuasive'	160	PdcqEjmuxjA
23	'Jaw-dropping'	66	PdcqEjmuxjA
26	'Obnoxious'	7	PdcqEjmuxjA
25	'OK'	39	PdcqEjmuxjA
1	'Beautiful'	70	NA
3	'Courageous'	96	NA
11	'Longwinded'	16	NA
9	'Ingenious'	20	NA
7	'Funny'	5	NA
10	'Inspiring'	201	NA
8	'Informative'	33	NA
21	'Unconvincing'	14	NA
22	'Fascinating'	41	NA
2	'Confusing'	7	NA
24	'Persuasive'	42	NA
23	'Jaw-dropping'	20	NA
25	'OK'	26	NA
26	'Obnoxious'	1	NA
8	'Informative'	188	MNhiHf84P9c
3	'Courageous'	86	MNhiHf84P9c
11	'Longwinded'	9	MNhiHf84P9c
1	'Beautiful'	16	MNhiHf84P9c
10	'Inspiring'	240	MNhiHf84P9c
22	'Fascinating'	83	MNhiHf84P9c
9	'Ingenious'	57	MNhiHf84P9c
23	'Jaw-dropping'	70	MNhiHf84P9c
24	'Persuasive'	111	MNhiHf84P9c
25	'OK'	11	MNhiHf84P9c
21	'Unconvincing'	5	MNhiHf84P9c
26	'Obnoxious'	5	MNhiHf84P9c
2	'Confusing'	2	MNhiHf84P9c
7	'Funny'	3	MNhiHf84P9c
9	'Ingenious'	1014	NA
1	'Beautiful'	277	NA
3	'Courageous'	34	NA
11	'Longwinded'	55	NA
7	'Funny'	104	NA
2	'Confusing'	19	NA
21	'Unconvincing'	32	NA
8	'Informative'	461	NA
10	'Inspiring'	471	NA
22	'Fascinating'	919	NA
23	'Jaw-dropping'	4643	NA
24	'Persuasive'	77	NA
26	'Obnoxious'	23	NA
25	'OK'	188	NA
3	'Courageous'	83	y_TKjfgjiQs
9	'Ingenious'	89	y_TKjfgjiQs
11	'Longwinded'	20	y_TKjfgjiQs
1	'Beautiful'	32	y_TKjfgjiQs
8	'Informative'	104	y_TKjfgjiQs
10	'Inspiring'	216	y_TKjfgjiQs
22	'Fascinating'	67	y_TKjfgjiQs
7	'Funny'	14	y_TKjfgjiQs
21	'Unconvincing'	31	y_TKjfgjiQs
2	'Confusing'	6	y_TKjfgjiQs
25	'OK'	30	y_TKjfgjiQs
24	'Persuasive'	49	y_TKjfgjiQs
23	'Jaw-dropping'	29	y_TKjfgjiQs
26	'Obnoxious'	11	y_TKjfgjiQs
1	'Beautiful'	1671	-yOXsK5-SFY
9	'Ingenious'	190	-yOXsK5-SFY
7	'Funny'	190	-yOXsK5-SFY
11	'Longwinded'	29	-yOXsK5-SFY
3	'Courageous'	143	-yOXsK5-SFY
10	'Inspiring'	879	-yOXsK5-SFY
22	'Fascinating'	635	-yOXsK5-SFY
8	'Informative'	22	-yOXsK5-SFY
2	'Confusing'	10	-yOXsK5-SFY
23	'Jaw-dropping'	2280	-yOXsK5-SFY
25	'OK'	95	-yOXsK5-SFY
24	'Persuasive'	41	-yOXsK5-SFY
26	'Obnoxious'	39	-yOXsK5-SFY
21	'Unconvincing'	15	-yOXsK5-SFY
1	'Beautiful'	1107	UU0MX8epDro
3	'Courageous'	85	UU0MX8epDro
9	'Ingenious'	197	UU0MX8epDro
2	'Confusing'	22	UU0MX8epDro
11	'Longwinded'	35	UU0MX8epDro
10	'Inspiring'	552	UU0MX8epDro
22	'Fascinating'	454	UU0MX8epDro
21	'Unconvincing'	53	UU0MX8epDro
23	'Jaw-dropping'	1997	UU0MX8epDro
25	'OK'	68	UU0MX8epDro
8	'Informative'	32	UU0MX8epDro
24	'Persuasive'	22	UU0MX8epDro
7	'Funny'	24	UU0MX8epDro
26	'Obnoxious'	31	UU0MX8epDro
9	'Ingenious'	321	FwFkb1x7FJQ
3	'Courageous'	150	FwFkb1x7FJQ
1	'Beautiful'	67	FwFkb1x7FJQ
8	'Informative'	279	FwFkb1x7FJQ
10	'Inspiring'	515	FwFkb1x7FJQ
22	'Fascinating'	159	FwFkb1x7FJQ
21	'Unconvincing'	13	FwFkb1x7FJQ
7	'Funny'	21	FwFkb1x7FJQ
11	'Longwinded'	19	FwFkb1x7FJQ
24	'Persuasive'	140	FwFkb1x7FJQ
25	'OK'	30	FwFkb1x7FJQ
23	'Jaw-dropping'	63	FwFkb1x7FJQ
26	'Obnoxious'	4	FwFkb1x7FJQ
2	'Confusing'	7	FwFkb1x7FJQ
1	'Beautiful'	259	NA
7	'Funny'	49	NA
9	'Ingenious'	185	NA
2	'Confusing'	80	NA
3	'Courageous'	79	NA
11	'Longwinded'	119	NA
21	'Unconvincing'	113	NA
8	'Informative'	71	NA
10	'Inspiring'	363	NA
22	'Fascinating'	220	NA
23	'Jaw-dropping'	93	NA
26	'Obnoxious'	210	NA
25	'OK'	68	NA
24	'Persuasive'	22	NA
1	'Beautiful'	104	NA
2	'Confusing'	13	NA
11	'Longwinded'	46	NA
9	'Ingenious'	170	NA
3	'Courageous'	63	NA
8	'Informative'	478	NA
10	'Inspiring'	277	NA
22	'Fascinating'	181	NA
7	'Funny'	19	NA
24	'Persuasive'	73	NA
25	'OK'	68	NA
26	'Obnoxious'	11	NA
23	'Jaw-dropping'	54	NA
21	'Unconvincing'	14	NA
9	'Ingenious'	117	NA
3	'Courageous'	52	NA
1	'Beautiful'	22	NA
7	'Funny'	12	NA
11	'Longwinded'	30	NA
8	'Informative'	320	NA
10	'Inspiring'	258	NA
22	'Fascinating'	111	NA
2	'Confusing'	8	NA
21	'Unconvincing'	26	NA
23	'Jaw-dropping'	26	NA
24	'Persuasive'	120	NA
25	'OK'	69	NA
26	'Obnoxious'	6	NA
7	'Funny'	2799	FMkJVXi7Rp8
9	'Ingenious'	387	FMkJVXi7Rp8
3	'Courageous'	75	FMkJVXi7Rp8
1	'Beautiful'	74	FMkJVXi7Rp8
21	'Unconvincing'	137	FMkJVXi7Rp8
2	'Confusing'	203	FMkJVXi7Rp8
11	'Longwinded'	266	FMkJVXi7Rp8
10	'Inspiring'	196	FMkJVXi7Rp8
8	'Informative'	61	FMkJVXi7Rp8
22	'Fascinating'	177	FMkJVXi7Rp8
23	'Jaw-dropping'	80	FMkJVXi7Rp8
26	'Obnoxious'	239	FMkJVXi7Rp8
25	'OK'	450	FMkJVXi7Rp8
24	'Persuasive'	20	FMkJVXi7Rp8
8	'Informative'	82	NA
7	'Funny'	106	NA
10	'Inspiring'	86	NA
3	'Courageous'	33	NA
1	'Beautiful'	54	NA
11	'Longwinded'	119	NA
21	'Unconvincing'	67	NA
2	'Confusing'	40	NA
22	'Fascinating'	34	NA
9	'Ingenious'	9	NA
25	'OK'	87	NA
24	'Persuasive'	23	NA
26	'Obnoxious'	41	NA
23	'Jaw-dropping'	3	NA
7	'Funny'	780	x-ewvCNguug
3	'Courageous'	177	x-ewvCNguug
1	'Beautiful'	864	x-ewvCNguug
9	'Ingenious'	345	x-ewvCNguug
21	'Unconvincing'	249	x-ewvCNguug
8	'Informative'	2591	x-ewvCNguug
10	'Inspiring'	1083	x-ewvCNguug
22	'Fascinating'	2106	x-ewvCNguug
11	'Longwinded'	245	x-ewvCNguug
2	'Confusing'	115	x-ewvCNguug
24	'Persuasive'	1513	x-ewvCNguug
25	'OK'	394	x-ewvCNguug
23	'Jaw-dropping'	207	x-ewvCNguug
26	'Obnoxious'	111	x-ewvCNguug
3	'Courageous'	654	NQvMQEB0j_A
8	'Informative'	154	NQvMQEB0j_A
7	'Funny'	109	NQvMQEB0j_A
11	'Longwinded'	31	NQvMQEB0j_A
21	'Unconvincing'	27	NQvMQEB0j_A
9	'Ingenious'	44	NQvMQEB0j_A
1	'Beautiful'	342	NQvMQEB0j_A
2	'Confusing'	13	NQvMQEB0j_A
10	'Inspiring'	789	NQvMQEB0j_A
22	'Fascinating'	144	NQvMQEB0j_A
24	'Persuasive'	97	NQvMQEB0j_A
23	'Jaw-dropping'	97	NQvMQEB0j_A
25	'OK'	26	NQvMQEB0j_A
26	'Obnoxious'	43	NQvMQEB0j_A
9	'Ingenious'	269	gQliI_WGaGk
3	'Courageous'	92	gQliI_WGaGk
7	'Funny'	131	gQliI_WGaGk
2	'Confusing'	42	gQliI_WGaGk
1	'Beautiful'	91	gQliI_WGaGk
8	'Informative'	446	gQliI_WGaGk
10	'Inspiring'	397	gQliI_WGaGk
22	'Fascinating'	515	gQliI_WGaGk
11	'Longwinded'	45	gQliI_WGaGk
21	'Unconvincing'	49	gQliI_WGaGk
24	'Persuasive'	1234	gQliI_WGaGk
25	'OK'	73	gQliI_WGaGk
23	'Jaw-dropping'	139	gQliI_WGaGk
26	'Obnoxious'	21	gQliI_WGaGk
1	'Beautiful'	333	1APOxsp1VFw
3	'Courageous'	112	1APOxsp1VFw
7	'Funny'	127	1APOxsp1VFw
9	'Ingenious'	417	1APOxsp1VFw
2	'Confusing'	42	1APOxsp1VFw
11	'Longwinded'	91	1APOxsp1VFw
8	'Informative'	653	1APOxsp1VFw
10	'Inspiring'	674	1APOxsp1VFw
22	'Fascinating'	1281	1APOxsp1VFw
23	'Jaw-dropping'	324	1APOxsp1VFw
21	'Unconvincing'	41	1APOxsp1VFw
24	'Persuasive'	367	1APOxsp1VFw
25	'OK'	93	1APOxsp1VFw
26	'Obnoxious'	39	1APOxsp1VFw
7	'Funny'	485	NA
10	'Inspiring'	43	NA
21	'Unconvincing'	19	NA
11	'Longwinded'	35	NA
9	'Ingenious'	175	NA
1	'Beautiful'	12	NA
8	'Informative'	532	NA
3	'Courageous'	93	NA
22	'Fascinating'	404	NA
25	'OK'	44	NA
23	'Jaw-dropping'	61	NA
24	'Persuasive'	109	NA
2	'Confusing'	7	NA
26	'Obnoxious'	17	NA
7	'Funny'	1668	iIiAAhUeR6Y
9	'Ingenious'	1127	iIiAAhUeR6Y
1	'Beautiful'	333	iIiAAhUeR6Y
11	'Longwinded'	190	iIiAAhUeR6Y
2	'Confusing'	80	iIiAAhUeR6Y
3	'Courageous'	87	iIiAAhUeR6Y
21	'Unconvincing'	115	iIiAAhUeR6Y
8	'Informative'	2004	iIiAAhUeR6Y
10	'Inspiring'	1276	iIiAAhUeR6Y
22	'Fascinating'	2082	iIiAAhUeR6Y
24	'Persuasive'	1014	iIiAAhUeR6Y
23	'Jaw-dropping'	290	iIiAAhUeR6Y
25	'OK'	361	iIiAAhUeR6Y
26	'Obnoxious'	51	iIiAAhUeR6Y
7	'Funny'	1728	NA
9	'Ingenious'	1166	NA
2	'Confusing'	241	NA
1	'Beautiful'	444	NA
21	'Unconvincing'	174	NA
11	'Longwinded'	169	NA
3	'Courageous'	248	NA
8	'Informative'	3899	NA
10	'Inspiring'	3554	NA
22	'Fascinating'	4303	NA
24	'Persuasive'	2355	NA
23	'Jaw-dropping'	1047	NA
25	'OK'	439	NA
26	'Obnoxious'	67	NA
7	'Funny'	1526	VO6XEQIsCoM
11	'Longwinded'	178	VO6XEQIsCoM
9	'Ingenious'	1201	VO6XEQIsCoM
3	'Courageous'	400	VO6XEQIsCoM
1	'Beautiful'	277	VO6XEQIsCoM
8	'Informative'	2532	VO6XEQIsCoM
10	'Inspiring'	2427	VO6XEQIsCoM
22	'Fascinating'	2491	VO6XEQIsCoM
21	'Unconvincing'	324	VO6XEQIsCoM
2	'Confusing'	54	VO6XEQIsCoM
24	'Persuasive'	2478	VO6XEQIsCoM
23	'Jaw-dropping'	521	VO6XEQIsCoM
25	'OK'	421	VO6XEQIsCoM
26	'Obnoxious'	115	VO6XEQIsCoM
1	'Beautiful'	68	NA
3	'Courageous'	171	NA
9	'Ingenious'	279	NA
8	'Informative'	277	NA
21	'Unconvincing'	38	NA
11	'Longwinded'	84	NA
10	'Inspiring'	377	NA
22	'Fascinating'	356	NA
2	'Confusing'	30	NA
26	'Obnoxious'	58	NA
24	'Persuasive'	93	NA
23	'Jaw-dropping'	152	NA
25	'OK'	75	NA
7	'Funny'	13	NA
21	'Unconvincing'	309	8iYpxRXlboQ
7	'Funny'	215	8iYpxRXlboQ
3	'Courageous'	350	8iYpxRXlboQ
11	'Longwinded'	215	8iYpxRXlboQ
2	'Confusing'	206	8iYpxRXlboQ
9	'Ingenious'	297	8iYpxRXlboQ
1	'Beautiful'	65	8iYpxRXlboQ
8	'Informative'	536	8iYpxRXlboQ
10	'Inspiring'	518	8iYpxRXlboQ
22	'Fascinating'	812	8iYpxRXlboQ
24	'Persuasive'	1359	8iYpxRXlboQ
25	'OK'	145	8iYpxRXlboQ
23	'Jaw-dropping'	337	8iYpxRXlboQ
26	'Obnoxious'	120	8iYpxRXlboQ
9	'Ingenious'	112	Ixjxvzb2-Fw
2	'Confusing'	11	Ixjxvzb2-Fw
11	'Longwinded'	16	Ixjxvzb2-Fw
10	'Inspiring'	164	Ixjxvzb2-Fw
8	'Informative'	153	Ixjxvzb2-Fw
22	'Fascinating'	61	Ixjxvzb2-Fw
3	'Courageous'	55	Ixjxvzb2-Fw
21	'Unconvincing'	8	Ixjxvzb2-Fw
24	'Persuasive'	66	Ixjxvzb2-Fw
25	'OK'	32	Ixjxvzb2-Fw
1	'Beautiful'	6	Ixjxvzb2-Fw
23	'Jaw-dropping'	18	Ixjxvzb2-Fw
26	'Obnoxious'	3	Ixjxvzb2-Fw
7	'Funny'	1	Ixjxvzb2-Fw
1	'Beautiful'	60	8k_XH-ajLo0
3	'Courageous'	53	8k_XH-ajLo0
21	'Unconvincing'	16	8k_XH-ajLo0
9	'Ingenious'	30	8k_XH-ajLo0
8	'Informative'	138	8k_XH-ajLo0
10	'Inspiring'	260	8k_XH-ajLo0
22	'Fascinating'	62	8k_XH-ajLo0
2	'Confusing'	4	8k_XH-ajLo0
24	'Persuasive'	92	8k_XH-ajLo0
23	'Jaw-dropping'	6	8k_XH-ajLo0
25	'OK'	21	8k_XH-ajLo0
7	'Funny'	5	8k_XH-ajLo0
11	'Longwinded'	5	8k_XH-ajLo0
26	'Obnoxious'	3	8k_XH-ajLo0
11	'Longwinded'	31	18r6nchs91E
9	'Ingenious'	42	18r6nchs91E
8	'Informative'	101	18r6nchs91E
10	'Inspiring'	71	18r6nchs91E
22	'Fascinating'	27	18r6nchs91E
25	'OK'	25	18r6nchs91E
3	'Courageous'	53	18r6nchs91E
24	'Persuasive'	51	18r6nchs91E
2	'Confusing'	11	18r6nchs91E
26	'Obnoxious'	4	18r6nchs91E
23	'Jaw-dropping'	3	18r6nchs91E
21	'Unconvincing'	4	18r6nchs91E
7	'Funny'	1	18r6nchs91E
1	'Beautiful'	11	18r6nchs91E
3	'Courageous'	139	A6GLw12jywo
2	'Confusing'	25	A6GLw12jywo
1	'Beautiful'	48	A6GLw12jywo
9	'Ingenious'	31	A6GLw12jywo
21	'Unconvincing'	35	A6GLw12jywo
11	'Longwinded'	21	A6GLw12jywo
8	'Informative'	218	A6GLw12jywo
10	'Inspiring'	113	A6GLw12jywo
22	'Fascinating'	44	A6GLw12jywo
25	'OK'	51	A6GLw12jywo
23	'Jaw-dropping'	35	A6GLw12jywo
24	'Persuasive'	112	A6GLw12jywo
7	'Funny'	9	A6GLw12jywo
26	'Obnoxious'	11	A6GLw12jywo
3	'Courageous'	168	NA
1	'Beautiful'	30	NA
7	'Funny'	63	NA
9	'Ingenious'	86	NA
21	'Unconvincing'	77	NA
2	'Confusing'	23	NA
8	'Informative'	336	NA
10	'Inspiring'	498	NA
22	'Fascinating'	247	NA
11	'Longwinded'	70	NA
25	'OK'	115	NA
23	'Jaw-dropping'	63	NA
24	'Persuasive'	198	NA
26	'Obnoxious'	47	NA
7	'Funny'	80	0Bvq8Vo8F8U
3	'Courageous'	274	0Bvq8Vo8F8U
1	'Beautiful'	44	0Bvq8Vo8F8U
21	'Unconvincing'	18	0Bvq8Vo8F8U
8	'Informative'	44	0Bvq8Vo8F8U
10	'Inspiring'	288	0Bvq8Vo8F8U
22	'Fascinating'	124	0Bvq8Vo8F8U
23	'Jaw-dropping'	74	0Bvq8Vo8F8U
25	'OK'	20	0Bvq8Vo8F8U
24	'Persuasive'	22	0Bvq8Vo8F8U
26	'Obnoxious'	7	0Bvq8Vo8F8U
9	'Ingenious'	7	0Bvq8Vo8F8U
11	'Longwinded'	10	0Bvq8Vo8F8U
2	'Confusing'	1	0Bvq8Vo8F8U
11	'Longwinded'	41	NA
1	'Beautiful'	68	NA
2	'Confusing'	12	NA
3	'Courageous'	104	NA
7	'Funny'	26	NA
21	'Unconvincing'	30	NA
8	'Informative'	80	NA
10	'Inspiring'	294	NA
22	'Fascinating'	51	NA
24	'Persuasive'	145	NA
9	'Ingenious'	22	NA
23	'Jaw-dropping'	39	NA
25	'OK'	24	NA
26	'Obnoxious'	33	NA
1	'Beautiful'	106	NA
3	'Courageous'	52	NA
11	'Longwinded'	58	NA
10	'Inspiring'	158	NA
8	'Informative'	184	NA
2	'Confusing'	11	NA
22	'Fascinating'	149	NA
7	'Funny'	8	NA
9	'Ingenious'	20	NA
23	'Jaw-dropping'	95	NA
25	'OK'	27	NA
24	'Persuasive'	64	NA
21	'Unconvincing'	10	NA
26	'Obnoxious'	10	NA
9	'Ingenious'	126	NA
8	'Informative'	115	NA
1	'Beautiful'	6	NA
11	'Longwinded'	18	NA
2	'Confusing'	4	NA
10	'Inspiring'	48	NA
22	'Fascinating'	74	NA
3	'Courageous'	11	NA
25	'OK'	23	NA
26	'Obnoxious'	8	NA
24	'Persuasive'	27	NA
23	'Jaw-dropping'	18	NA
21	'Unconvincing'	20	NA
7	'Funny'	1	NA
7	'Funny'	103	NA
2	'Confusing'	67	NA
1	'Beautiful'	13	NA
11	'Longwinded'	98	NA
9	'Ingenious'	106	NA
8	'Informative'	844	NA
10	'Inspiring'	87	NA
22	'Fascinating'	357	NA
24	'Persuasive'	364	NA
23	'Jaw-dropping'	73	NA
25	'OK'	75	NA
3	'Courageous'	15	NA
26	'Obnoxious'	11	NA
21	'Unconvincing'	2	NA
7	'Funny'	2751	8T_jwq9ph8k
21	'Unconvincing'	151	8T_jwq9ph8k
9	'Ingenious'	509	8T_jwq9ph8k
1	'Beautiful'	136	8T_jwq9ph8k
2	'Confusing'	51	8T_jwq9ph8k
8	'Informative'	1344	8T_jwq9ph8k
10	'Inspiring'	373	8T_jwq9ph8k
22	'Fascinating'	799	8T_jwq9ph8k
3	'Courageous'	109	8T_jwq9ph8k
11	'Longwinded'	37	8T_jwq9ph8k
24	'Persuasive'	1958	8T_jwq9ph8k
23	'Jaw-dropping'	133	8T_jwq9ph8k
25	'OK'	237	8T_jwq9ph8k
26	'Obnoxious'	157	8T_jwq9ph8k
3	'Courageous'	61	IfbOyw3CT6A
9	'Ingenious'	207	IfbOyw3CT6A
21	'Unconvincing'	111	IfbOyw3CT6A
2	'Confusing'	91	IfbOyw3CT6A
1	'Beautiful'	55	IfbOyw3CT6A
11	'Longwinded'	150	IfbOyw3CT6A
8	'Informative'	806	IfbOyw3CT6A
10	'Inspiring'	388	IfbOyw3CT6A
7	'Funny'	18	IfbOyw3CT6A
22	'Fascinating'	691	IfbOyw3CT6A
23	'Jaw-dropping'	309	IfbOyw3CT6A
24	'Persuasive'	237	IfbOyw3CT6A
25	'OK'	141	IfbOyw3CT6A
26	'Obnoxious'	27	IfbOyw3CT6A
9	'Ingenious'	192	ap-ZC21bk18
8	'Informative'	269	ap-ZC21bk18
1	'Beautiful'	52	ap-ZC21bk18
7	'Funny'	11	ap-ZC21bk18
2	'Confusing'	87	ap-ZC21bk18
11	'Longwinded'	147	ap-ZC21bk18
21	'Unconvincing'	136	ap-ZC21bk18
10	'Inspiring'	279	ap-ZC21bk18
22	'Fascinating'	311	ap-ZC21bk18
3	'Courageous'	34	ap-ZC21bk18
24	'Persuasive'	1084	ap-ZC21bk18
25	'OK'	111	ap-ZC21bk18
23	'Jaw-dropping'	49	ap-ZC21bk18
26	'Obnoxious'	24	ap-ZC21bk18
3	'Courageous'	180	NA
9	'Ingenious'	36	NA
7	'Funny'	5	NA
1	'Beautiful'	23	NA
8	'Informative'	145	NA
10	'Inspiring'	222	NA
11	'Longwinded'	25	NA
21	'Unconvincing'	14	NA
22	'Fascinating'	27	NA
24	'Persuasive'	92	NA
23	'Jaw-dropping'	33	NA
2	'Confusing'	8	NA
25	'OK'	36	NA
26	'Obnoxious'	3	NA
7	'Funny'	2966	Y6bbMQXQ180
1	'Beautiful'	576	Y6bbMQXQ180
21	'Unconvincing'	213	Y6bbMQXQ180
8	'Informative'	1912	Y6bbMQXQ180
10	'Inspiring'	4978	Y6bbMQXQ180
2	'Confusing'	43	Y6bbMQXQ180
22	'Fascinating'	777	Y6bbMQXQ180
9	'Ingenious'	638	Y6bbMQXQ180
3	'Courageous'	457	Y6bbMQXQ180
11	'Longwinded'	27	Y6bbMQXQ180
24	'Persuasive'	1433	Y6bbMQXQ180
23	'Jaw-dropping'	251	Y6bbMQXQ180
25	'OK'	685	Y6bbMQXQ180
26	'Obnoxious'	57	Y6bbMQXQ180
7	'Funny'	949	gu_PQBmk-6c
9	'Ingenious'	377	gu_PQBmk-6c
3	'Courageous'	44	gu_PQBmk-6c
1	'Beautiful'	408	gu_PQBmk-6c
11	'Longwinded'	41	gu_PQBmk-6c
8	'Informative'	21	gu_PQBmk-6c
10	'Inspiring'	195	gu_PQBmk-6c
21	'Unconvincing'	56	gu_PQBmk-6c
22	'Fascinating'	186	gu_PQBmk-6c
2	'Confusing'	45	gu_PQBmk-6c
